comp,season,matchid,minute,team.id,team.name,playerOut.id,playerOut.name,playerIn.id,playerIn.name
CL,2018,250763,51,95,Valencia CF,33138,Toni Lato,33140,Ezequiel Garay
CL,2018,250763,57,66,Manchester United FC,3232,Fred,3331,Marcus Rashford
CL,2018,250763,66,95,Valencia CF,3690,Denis Cheryshev,33154,Ferrán Torres
CL,2018,250763,68,95,Valencia CF,33151,Santi Mina,3200,Rodrigo
CL,2018,250763,69,66,Manchester United FC,3662,Romelu Lukaku,3325,Jesse Lingard
CL,2018,250764,23,109,Juventus FC,2037,Juan Cuadrado,2028,Alex Sandro
CL,2018,250764,65,109,Juventus FC,2036,Miralem Pjanić,3183,Emre Can
CL,2018,250764,72,109,Juventus FC,2030,Mattia De Sciglio,2046,Paulo Dybala
CL,2018,250764,80,1871,BSC Young Boys,16281,Christian Fassnacht,16271,Leonardo Bertone
CL,2018,250764,85,1871,BSC Young Boys,16278,Nicolas Ngamaleu,16274,Thorsten Schick
CL,2018,250764,90,1871,BSC Young Boys,16275,Djibril Sow,16263,Gregory Wüthrich
CL,2018,254897,45,66,Manchester United FC,3325,Jesse Lingard,7911,Alexis Sánchez
CL,2018,254897,46,66,Manchester United FC,3372,Anthony Martial,7909,Mata
CL,2018,254897,75,524,Paris Saint-Germain FC,8482,Marco Verratti,3214,Leandro Paredes
CL,2018,254897,81,524,Paris Saint-Germain FC,3210,Ángel di María,76722,Colin Dagba
CL,2018,254897,84,66,Manchester United FC,3331,Marcus Rashford,3662,Romelu Lukaku
CL,2018,254903,68,503,FC Porto,15907,Yacine Brahimi,94,Adrián
CL,2018,254903,76,503,FC Porto,37400,Fernando,37357,André Pereira
CL,2018,254903,83,100,AS Roma,1819,Lorenzo Pellegrini,121,Steven N'Zonzi
CL,2018,254903,84,503,FC Porto,15910,Otávio,15916,Hernâni
CL,2018,254903,87,100,AS Roma,2013,Nicolò Zaniolo,1996,Davide Santon
CL,2018,254903,90,100,AS Roma,1823,Stephan El Shaarawy,7561,Justin Kluivert
CL,2018,254899,77,4,BV Borussia 09 Dortmund,6483,Dan-Axel Zagadou,6481,Marcel Schmelzer
CL,2018,254899,84,73,Tottenham Hotspur FC,8003,Lucas Moura,8007,Llorente
CL,2018,254899,87,4,BV Borussia 09 Dortmund,145,Christian Pulisic,9405,Jacob Bruun Larsen
CL,2018,254899,88,4,BV Borussia 09 Dortmund,146,Jadon Sancho,3246,Raphaël Guerreiro
CL,2018,254899,90,73,Tottenham Hotspur FC,3343,Son Heungmin,8005,Erik Lamela
CL,2018,254899,90,73,Tottenham Hotspur FC,8001,Moussa Sissoko,8000,Victor Wanyama
CL,2018,254907,61,86,Real Madrid CF,3876,Gareth Bale,45,Lucas Vázquez
CL,2018,254907,73,86,Real Madrid CF,49,Karim Benzema,52,Marco Asensio
CL,2018,254907,73,678,AFC Ajax,3458,Lasse Schöne,7570,Kasper Dolberg
CL,2018,254907,81,86,Real Madrid CF,1556,Vinicius Junior,8474,Mariano Díaz
CL,2018,254901,67,81,FC Barcelona,3373,Ousmane Dembélé,3228,Philippe Coutinho
CL,2018,254901,69,523,Olympique Lyonnais,8467,Bertrand Traoré,8465,Lucas Tousart
CL,2018,254901,76,523,Olympique Lyonnais,8797,Martin Terrier,8471,Maxwel Cornet
CL,2018,254901,81,81,FC Barcelona,15865,Sergi Roberto,358,Arturo Vidal
CL,2018,254901,84,523,Olympique Lyonnais,8469,Tanguy Ndombèlé,8468,Pape Cheikh Diop
CL,2018,254905,76,64,Liverpool FC,3233,Roberto Firmino,3663,Divock Origi
CL,2018,254905,76,64,Liverpool FC,9547,Naby Keïta,7861,James Milner
CL,2018,254905,81,5,FC Bayern München,360,Kingsley Coman,354,Franck Ribéry
CL,2018,254905,88,5,FC Bayern München,365,James Rodríguez,7988,Renato Sanches
CL,2018,254905,90,5,FC Bayern München,311,Serge Gnabry,348,Rafinha
CL,2018,254893,65,6,FC Schalke 04,3697,Hamza Mendyl,6505,Guido Burgstaller
CL,2018,254893,70,65,Manchester City FC,3196,David Silva,3644,Vincent Kompany
CL,2018,254893,77,6,FC Schalke 04,6507,Weston McKennie,6839,Steven Skrzybski
CL,2018,254893,78,65,Manchester City FC,7891,Sergio Agüero,3184,Leroy Sané
CL,2018,254893,87,65,Manchester City FC,3654,Kevin De Bruyne,7889,Oleksandr Zinchenko
CL,2018,254893,88,6,FC Schalke 04,319,Mark Uth,3714,Amine Harit
CL,2018,254895,58,78,Club Atlético de Madrid,113,Diego Costa,7819,Álvaro Morata
CL,2018,254895,61,78,Club Atlético de Madrid,110,Teye Partey,3369,Thomas Lemar
CL,2018,254895,67,78,Club Atlético de Madrid,112,Koke,125,Ángel Correa
CL,2018,254895,72,109,Juventus FC,2036,Miralem Pjanić,3183,Emre Can
CL,2018,254895,80,109,Juventus FC,2046,Paulo Dybala,2040,Federico Bernardeschi
CL,2018,254895,84,109,Juventus FC,2042,Blaise Matuidi,2000,João Cancelo
CL,2018,254900,55,73,Tottenham Hotspur FC,7999,Harry Winks,3314,Eric Dier
CL,2018,254900,62,4,BV Borussia 09 Dortmund,6714,Marius Wolf,9405,Jacob Bruun Larsen
CL,2018,254900,62,4,BV Borussia 09 Dortmund,3246,Raphaël Guerreiro,145,Christian Pulisic
CL,2018,254900,71,73,Tottenham Hotspur FC,3343,Son Heungmin,8005,Erik Lamela
CL,2018,254900,74,4,BV Borussia 09 Dortmund,138,Marco Reus,3460,Thomas Delaney
CL,2018,254900,83,73,Tottenham Hotspur FC,3459,Christian Eriksen,3319,Danny Rose
CL,2018,254908,29,86,Real Madrid CF,45,Lucas Vázquez,3876,Gareth Bale
CL,2018,254908,35,86,Real Madrid CF,1556,Vinicius Junior,52,Marco Asensio
CL,2018,254908,73,678,AFC Ajax,3458,Lasse Schöne,7564,Dani de Wit
CL,2018,254908,74,678,AFC Ajax,7571,David Neres,7570,Kasper Dolberg
CL,2018,254908,80,678,AFC Ajax,7553,Noussair Mazraoui,7547,Joël Veltman
CL,2018,254908,87,86,Real Madrid CF,3231,Casemiro,96,Federico Valverde
CL,2018,254898,36,66,Manchester United FC,7901,Eric Bailly,15905,Diogo Dalot
CL,2018,254898,70,524,Paris Saint-Germain FC,3179,Julian Draxler,3650,Thomas Meunier
CL,2018,254898,70,524,Paris Saint-Germain FC,6493,Thilo Kehrer,3214,Leandro Paredes
CL,2018,254898,80,66,Manchester United FC,33153,Andreas Pereira,98483,Tahith Chong
CL,2018,254898,87,66,Manchester United FC,3317,Ashley Young,101075,Mason Greenwood
CL,2018,254898,90,524,Paris Saint-Germain FC,3223,Dani Alves,3170,Edinson Cavani
CL,2018,254904,45,100,AS Roma,1810,Daniele De Rossi,1819,Lorenzo Pellegrini
CL,2018,254904,55,100,AS Roma,1817,Rick Karsdorp,1811,Alessandro Florenzi
CL,2018,254904,69,503,FC Porto,3296,Jesús Corona,15907,Yacine Brahimi
CL,2018,254904,77,100,AS Roma,15902,Marcano,1844,Bryan Cristante
CL,2018,254904,78,503,FC Porto,15914,Tiquinho,37400,Fernando
CL,2018,254904,94,503,FC Porto,15910,Otávio,15916,Hernâni
CL,2018,254904,96,100,AS Roma,1819,Lorenzo Pellegrini,1826,Patrik Schick
CL,2018,254904,103,503,FC Porto,1337,Éder Militão,3163,Maxi Pereira
CL,2018,254894,64,65,Manchester City FC,3196,David Silva,7888,Phil Foden
CL,2018,254894,64,65,Manchester City FC,7891,Sergio Agüero,3236,Gabriel Jesus
CL,2018,254894,69,6,FC Schalke 04,3483,Breel Embolo,6839,Steven Skrzybski
CL,2018,254894,72,65,Manchester City FC,7884,Aymeric Laporte,7886,Fabian Delph
CL,2018,254894,74,6,FC Schalke 04,6507,Weston McKennie,3697,Hamza Mendyl
CL,2018,254894,79,6,FC Schalke 04,6505,Guido Burgstaller,6511,Cedric Teuchert
CL,2018,254896,57,78,Club Atlético de Madrid,3369,Thomas Lemar,125,Ángel Correa
CL,2018,254896,67,109,Juventus FC,1842,Leonardo Spinazzola,2046,Paulo Dybala
CL,2018,254896,77,78,Club Atlético de Madrid,3723,Santiago Arias,126,Vitolo
CL,2018,254896,80,109,Juventus FC,2045,Mario Mandžukić,2171,Moise Kean
CL,2018,254902,34,523,Olympique Lyonnais,3240,Anthony Lopes,8449,Mathieu Gorgelin
CL,2018,254902,70,81,FC Barcelona,3228,Philippe Coutinho,3373,Ousmane Dembélé
CL,2018,254902,73,523,Olympique Lyonnais,8472,Memphis Depay,8467,Bertrand Traoré
CL,2018,254902,74,81,FC Barcelona,1148,Arthur,358,Arturo Vidal
CL,2018,254902,77,523,Olympique Lyonnais,8458,Ferland Mendy,8471,Maxwel Cornet
CL,2018,254902,83,81,FC Barcelona,15865,Sergi Roberto,15862,Nelsinho
CL,2018,254906,13,64,Liverpool FC,3320,Jordan Henderson,8749,Fabinho
CL,2018,254906,61,5,FC Bayern München,354,Franck Ribéry,360,Kingsley Coman
CL,2018,254906,72,5,FC Bayern München,355,Javi Martínez,3181,Leon Goretzka
CL,2018,254906,79,5,FC Bayern München,365,James Rodríguez,7988,Renato Sanches
CL,2018,254906,83,64,Liverpool FC,3233,Roberto Firmino,3663,Divock Origi
CL,2018,254906,87,64,Liverpool FC,7861,James Milner,3318,Adam Lallana
CL,2018,261007,62,503,FC Porto,15914,Tiquinho,15907,Yacine Brahimi
CL,2018,261007,73,64,Liverpool FC,3626,Sadio Mané,3663,Divock Origi
CL,2018,261007,73,503,FC Porto,15911,Óliver Torres,15920,Bruno Costa
CL,2018,261007,77,503,FC Porto,3163,Maxi Pereira,37400,Fernando
CL,2018,261007,82,64,Liverpool FC,3233,Roberto Firmino,8034,Daniel Sturridge
CL,2018,261009,58,73,Tottenham Hotspur FC,8004,Harry Kane,8003,Lucas Moura
CL,2018,261009,71,65,Manchester City FC,7891,Sergio Agüero,3236,Gabriel Jesus
CL,2018,261009,81,73,Tottenham Hotspur FC,7999,Harry Winks,8000,Victor Wanyama
CL,2018,261009,87,73,Tottenham Hotspur FC,3324,Dele Alli,8007,Llorente
CL,2018,261009,89,65,Manchester City FC,3196,David Silva,3654,Kevin De Bruyne
CL,2018,261009,89,65,Manchester City FC,8069,Riyad Mahrez,3184,Leroy Sané
CL,2018,261005,60,109,Juventus FC,2045,Mario Mandžukić,2039,Douglas Costa
CL,2018,261005,75,109,Juventus FC,2042,Blaise Matuidi,2046,Paulo Dybala
CL,2018,261005,75,678,AFC Ajax,3458,Lasse Schöne,7567,Jurgen Ekkelenkamp
CL,2018,261005,90,109,Juventus FC,2040,Federico Bernardeschi,2035,Sami Khedira
CL,2018,261011,65,81,FC Barcelona,3228,Philippe Coutinho,358,Arturo Vidal
CL,2018,261011,66,81,FC Barcelona,1148,Arthur,15865,Sergi Roberto
CL,2018,261011,68,66,Manchester United FC,3662,Romelu Lukaku,3372,Anthony Martial
CL,2018,261011,74,66,Manchester United FC,15905,Diogo Dalot,3325,Jesse Lingard
CL,2018,261011,85,66,Manchester United FC,3331,Marcus Rashford,33153,Andreas Pereira
CL,2018,261011,90,81,FC Barcelona,10179,Busquets,15867,Carles Aleñà
CL,2018,261006,11,678,AFC Ajax,7553,Noussair Mazraoui,7558,Daley Sinkgraven
CL,2018,261006,46,109,Juventus FC,2046,Paulo Dybala,2171,Moise Kean
CL,2018,261006,64,109,Juventus FC,2030,Mattia De Sciglio,2000,João Cancelo
CL,2018,261006,80,109,Juventus FC,2040,Federico Bernardeschi,2041,Rodrigo Bentancur
CL,2018,261006,82,678,AFC Ajax,7558,Daley Sinkgraven,11654,Lisandro Magallán
CL,2018,261006,88,678,AFC Ajax,3707,Hakim Ziyech,7572,Klaas-Jan Huntelaar
CL,2018,261012,65,66,Manchester United FC,3372,Anthony Martial,15905,Diogo Dalot
CL,2018,261012,71,81,FC Barcelona,15865,Sergi Roberto,15862,Nelsinho
CL,2018,261012,73,66,Manchester United FC,3331,Marcus Rashford,3662,Romelu Lukaku
CL,2018,261012,75,81,FC Barcelona,1148,Arthur,358,Arturo Vidal
CL,2018,261012,80,66,Manchester United FC,3325,Jesse Lingard,7911,Alexis Sánchez
CL,2018,261012,81,81,FC Barcelona,3228,Philippe Coutinho,3373,Ousmane Dembélé
CL,2018,261008,46,64,Liverpool FC,3663,Divock Origi,3233,Roberto Firmino
CL,2018,261008,46,503,FC Porto,15910,Otávio,15914,Tiquinho
CL,2018,261008,66,64,Liverpool FC,7867,Trent Alexander-Arnold,7862,Joe Gomez
CL,2018,261008,71,64,Liverpool FC,7868,Andrew Robertson,3320,Jordan Henderson
CL,2018,261008,78,503,FC Porto,3296,Jesús Corona,37400,Fernando
CL,2018,261008,81,503,FC Porto,15907,Yacine Brahimi,15920,Bruno Costa
CL,2018,261010,41,73,Tottenham Hotspur FC,8001,Moussa Sissoko,8007,Llorente
CL,2018,261010,63,65,Manchester City FC,3196,David Silva,3227,Fernandinho
CL,2018,261010,82,73,Tottenham Hotspur FC,8003,Lucas Moura,7994,Ben Davies
CL,2018,261010,84,65,Manchester City FC,7882,Benjamin Mendy,3184,Leroy Sané
CL,2018,261010,90,73,Tottenham Hotspur FC,3319,Danny Rose,3733,Davinson Sánchez
CL,2018,263558,39,73,Tottenham Hotspur FC,3646,Jan Vertonghen,8001,Moussa Sissoko
CL,2018,263558,65,678,AFC Ajax,3458,Lasse Schöne,7553,Noussair Mazraoui
CL,2018,263558,79,73,Tottenham Hotspur FC,3319,Danny Rose,7994,Ben Davies
CL,2018,263558,80,73,Tottenham Hotspur FC,3312,Kieran Trippier,7996,Juan Foyth
CL,2018,263558,87,678,AFC Ajax,3707,Hakim Ziyech,7572,Klaas-Jan Huntelaar
CL,2018,263560,24,64,Liverpool FC,9547,Naby Keïta,3320,Jordan Henderson
CL,2018,263560,60,81,FC Barcelona,3228,Philippe Coutinho,15862,Nelsinho
CL,2018,263560,78,64,Liverpool FC,7871,Georginio Wijnaldum,3233,Roberto Firmino
CL,2018,263560,85,64,Liverpool FC,7861,James Milner,3663,Divock Origi
CL,2018,263560,90,81,FC Barcelona,3169,Luis Suárez,3373,Ousmane Dembélé
CL,2018,263560,90,81,FC Barcelona,15865,Sergi Roberto,15867,Carles Aleñà
CL,2018,263561,46,64,Liverpool FC,7868,Andrew Robertson,7871,Georginio Wijnaldum
CL,2018,263561,60,81,FC Barcelona,3228,Philippe Coutinho,15862,Nelsinho
CL,2018,263561,75,81,FC Barcelona,358,Arturo Vidal,1148,Arthur
CL,2018,263561,80,81,FC Barcelona,3554,Ivan Rakitić,8516,Malcom
CL,2018,263561,85,64,Liverpool FC,3663,Divock Origi,7862,Joe Gomez
CL,2018,263561,90,64,Liverpool FC,7955,Xherdan Shaqiri,8034,Daniel Sturridge
CL,2018,263559,46,73,Tottenham Hotspur FC,8000,Victor Wanyama,8007,Llorente
CL,2018,263559,60,678,AFC Ajax,3458,Lasse Schöne,7547,Joël Veltman
CL,2018,263559,67,678,AFC Ajax,7570,Kasper Dolberg,7558,Daley Sinkgraven
CL,2018,263559,81,73,Tottenham Hotspur FC,3312,Kieran Trippier,8005,Erik Lamela
CL,2018,263559,82,73,Tottenham Hotspur FC,3319,Danny Rose,7994,Ben Davies
CL,2018,263559,90,678,AFC Ajax,7556,Donny van de Beek,11654,Lisandro Magallán
CL,2018,263562,58,64,Liverpool FC,3233,Roberto Firmino,3663,Divock Origi
CL,2018,263562,62,64,Liverpool FC,7871,Georginio Wijnaldum,7861,James Milner
CL,2018,263562,66,73,Tottenham Hotspur FC,7999,Harry Winks,8003,Lucas Moura
CL,2018,263562,74,73,Tottenham Hotspur FC,8001,Moussa Sissoko,3314,Eric Dier
CL,2018,263562,82,73,Tottenham Hotspur FC,3324,Dele Alli,8007,Llorente
CL,2018,263562,90,64,Liverpool FC,3626,Sadio Mané,7862,Joe Gomez
CL,2019,266391,46,8102,SP Tre Penne,119962,Davide Cesarini,120190,Matteo Semprini
CL,2019,266391,58,8102,SP Tre Penne,120187,Federico Innocenti,120186,Riccardo Innocenti
CL,2019,266391,68,1879,FC Santa Coloma,52838,André Azevedo,14832,Chus Sosa
CL,2019,266391,79,8102,SP Tre Penne,120185,Matteo Derjai,120184,Aron Giacomoni
CL,2019,266391,81,1879,FC Santa Coloma,120150,Jordi Aláez,84358,Enric Pi
CL,2019,266391,87,1879,FC Santa Coloma,14831,Pedro Santos,120152,Nicolás Medina
CL,2019,266390,56,7281,Lincoln Red Imps FC,120163,Marcos Luis Pérez Trujillo,14941,Toscano
CL,2019,266390,74,7281,Lincoln Red Imps FC,33314,Iván Aguilar,67655,Anthony Hernandez
CL,2019,266390,74,8101,KF Feronikeli,119954,Mendurim Hoti,119953,Mevlan Zeka
CL,2019,266390,79,7281,Lincoln Red Imps FC,33562,Gato,67656,Falu Aranda
CL,2019,266390,82,8101,KF Feronikeli,67784,Besmir Bojku,119942,Astrit Thaçi
CL,2019,266390,87,8101,KF Feronikeli,120181,Astrit Fazliu,120177,Argjend Malaj
CL,2019,266392,59,1879,FC Santa Coloma,14827,Marc Rebés,84358,Enric Pi
CL,2019,266392,64,1879,FC Santa Coloma,120151,Javier Camochu,120150,Jordi Aláez
CL,2019,266392,67,8101,KF Feronikeli,15279,Jean Carioca,120183,Jetmir Topalli
CL,2019,266392,79,8101,KF Feronikeli,119953,Mevlan Zeka,120177,Argjend Malaj
CL,2019,266392,82,1879,FC Santa Coloma,14832,Chus Sosa,52838,André Azevedo
CL,2019,266392,90,8101,KF Feronikeli,67784,Besmir Bojku,14863,Arbër Potoku
CL,2019,269483,58,1884,Astana FK,16431,Marin Tomasov,8923,Rangelo Janga
CL,2019,269483,65,5515,FC CFR 1907 Cluj,36759,Alexandru Păun,36957,Sebastian Mailat
CL,2019,269483,75,5515,FC CFR 1907 Cluj,36767,Ovidiu Hoban,36710,Mário Rondón
CL,2019,269483,84,1884,Astana FK,15206,Roman Murtazaev,8313,Firmin Mubele
CL,2019,269483,90,5515,FC CFR 1907 Cluj,36782,Mihai Bordeianu,45273,Luís Aurélio
CL,2019,269481,46,5277,AIK Fotboll,31175,Bilal Hussein,3493,Sebastian Larsson
CL,2019,269481,46,8164,FC Ararat-Armenia,28998,Gor Malakyan,73016,Ilja Antonov
CL,2019,269481,65,5277,AIK Fotboll,81297,Chinedu Obasi,3847,Kolbeinn Sigþórsson
CL,2019,269481,70,8164,FC Ararat-Armenia,35502,Anton Kobialko,16544,Ogana Louis
CL,2019,269481,71,8164,FC Ararat-Armenia,84876,Petros Avetisyan,121134,Armen Ambartsumyan
CL,2019,269481,84,5277,AIK Fotboll,31171,Anton Salétros,31151,Rasmus Lindkvist
CL,2019,269477,57,5106,Nõmme Kalju FC,73222,Robert Kirss,81836,Aleksandr Volkov
CL,2019,269477,76,5106,Nõmme Kalju FC,74891,Nikolai Mašitšev,82573,Peeter Klein
CL,2019,269477,77,7285,KF Shkëndija 79,67781,Besart Ibraimi,76229,Valjmir Nafu
CL,2019,269477,85,7285,KF Shkëndija 79,67773,Ennur Totre,67774,Arbin Zejnulai
CL,2019,269477,90,7285,KF Shkëndija 79,84564,Agim Ibraimi,67778,Omar Imeri
CL,2019,269505,34,5123,Helsingin JK,59118,Santeri Väänänen,55741,Henri Toivomäki
CL,2019,269505,46,8166,HB,121490,Ari Olsen,84308,Sebastian Pingel
CL,2019,269505,78,5123,Helsingin JK,55857,Evans Mensah,55856,Eetu Vertainen
CL,2019,269505,82,8166,HB,121480,Dan Í Soylu,120337,Brynjar Hlöðversson
CL,2019,269505,82,8166,HB,120330,Bartal Wardum,120340,Daniel Johansen
CL,2019,269505,89,5123,Helsingin JK,55905,Lassi Lappalainen,59120,Akseli Pelvas
CL,2019,269487,57,732,Celtic FC,10664,Boli Bolingoli,15616,Jonny Hayes
CL,2019,269487,65,732,Celtic FC,16075,Michael Johnston,35076,Lewis Morgan
CL,2019,269487,66,4275,FK Sarajevo,17871,Halid Šabanović,23190,Benjamin Tatar
CL,2019,269487,78,732,Celtic FC,15611,James Forrest,15608,Scott Sinclair
CL,2019,269487,78,4275,FK Sarajevo,17881,Amar Rahmanović,17808,Aladin Šišić
CL,2019,269487,87,4275,FK Sarajevo,17867,Dušan Hodžić,119226,Andrej Đokanović
CL,2019,269479,46,5819,FK Sūduva Marijampolė,67607,Josip Tadić,23974,Sandro Gotal
CL,2019,269479,58,5819,FK Sūduva Marijampolė,56749,Giedrius Matulevičius,5916,Paulius Golubickas
CL,2019,269479,69,7283,FK Crvena Zvezda,67699,Branko Jovičić,43505,José Cañas
CL,2019,269479,71,7283,FK Crvena Zvezda,21845,Richmond Boakye Yiadom,67702,Milan Pavkov
CL,2019,269479,86,7283,FK Crvena Zvezda,15832,El Fardou Ben Nabouhane,111902,Aleksa Vukanović
CL,2019,269479,90,5819,FK Sūduva Marijampolė,55733,Ovidijus Verbickas,15525,Eligijus Jankauskas
CL,2019,269491,52,5813,Valletta FC,67592,Santiago Malano,67574,Nicholas Pulis
CL,2019,269491,62,5813,Valletta FC,81294,Kevin Tulimieri,67584,Shaun Dimech
CL,2019,269491,65,1875,F91 Diddeleng,950,Sabir Bougrine,15243,Danel Sinani
CL,2019,269491,76,1875,F91 Diddeleng,15222,Mickaël Garos,16811,Charles Morren
CL,2019,269491,83,5813,Valletta FC,111093,Douglas Packer,82230,Antonio Monticelli
CL,2019,269491,84,1875,F91 Diddeleng,77649,Adel Bettaieb,108711,Laurent Pomponi
CL,2019,269503,56,1904,The New Saints FC,16761,Chris Marriott,77313,Ryan Harrington
CL,2019,269503,66,1904,The New Saints FC,14954,Ryan Brobbel,59090,Joash Nembhard
CL,2019,269503,68,8101,KF Feronikeli,67784,Besmir Bojku,120177,Argjend Malaj
CL,2019,269503,68,8101,KF Feronikeli,15279,Jean Carioca,120183,Jetmir Topalli
CL,2019,269503,76,1904,The New Saints FC,14961,Greg Draper,16635,Kurtis Byrne
CL,2019,269503,90,8101,KF Feronikeli,120181,Astrit Fazliu,119942,Astrit Thaçi
CL,2019,269493,58,7492,FK Partizani,43073,Emmanuel Mensah,121457,Brian Brown
CL,2019,269493,62,611,Qarabağ Ağdam FK,15968,Dani Quintana,32291,Jaime Romero
CL,2019,269493,68,7492,FK Partizani,12932,William Cordeiro,14853,Rron Broja
CL,2019,269493,73,611,Qarabağ Ağdam FK,15065,Mahir Emreli,83782,Araz Abdullayev
CL,2019,269493,79,7492,FK Partizani,120524,Esin Hakaj,84751,Lorenc Trashi
CL,2019,269493,85,611,Qarabağ Ağdam FK,60459,Filip Ozobić,15060,Qara Qarayev
CL,2019,269489,46,1880,FC Sheriff Tiraspol,36986,Antun Palić,15748,Benjamin Balima
CL,2019,269489,61,8165,FC Saburtalo,120320,Tornike Gorgiashvili,85333,Levan Kakubava
CL,2019,269489,70,8165,FC Saburtalo,17125,Vagner Gonçalves,63284,Lasha Shindagoridze
CL,2019,269489,70,1880,FC Sheriff Tiraspol,15378,Matej Palčič,29850,Robert Ndip Tambe
CL,2019,269489,77,8165,FC Saburtalo,120317,Giorgi Kokhreidze,85345,Giorgi Gabedava
CL,2019,269507,11,748,FK BATE Borisov,40997,Yahor Filipenka,16084,Slobodan Simović
CL,2019,269507,57,748,FK BATE Borisov,111468,Bojan Dubajić,16089,Maksim Skavysh
CL,2019,269507,61,5628,GKS Piast Gliwice,64319,Patryk Dziczek,64547,Patryk Sokołowski
CL,2019,269507,66,748,FK BATE Borisov,80980,Hérvaine Moukam,67705,Nemanja Milić
CL,2019,269507,85,5628,GKS Piast Gliwice,7734,Piotr Parzyszek,51013,Dani Aquino
CL,2019,269507,90,5628,GKS Piast Gliwice,64325,Joel Valencia,105274,Gerard Badía
CL,2019,269485,66,5954,Ferencvárosi TC,57209,Tamás Priskin,15307,Davide Lanzafame
CL,2019,269485,66,1901,PFK Ludogorets 1945 Razgrad,40514,Dan Biton,15446,Marcelinho
CL,2019,269485,77,5954,Ferencvárosi TC,28965,Ihor Kharatin,63110,Dávid Sigér
CL,2019,269485,78,1901,PFK Ludogorets 1945 Razgrad,3538,Jacek Góralski,30486,Stéphane Badji
CL,2019,269485,83,5954,Ferencvárosi TC,38485,Tokmac Nguen,63057,Roland Varga
CL,2019,269485,83,1901,PFK Ludogorets 1945 Razgrad,15451,Jody Lukoki,45491,Jorginho
CL,2019,269495,64,7509,ŠK Slovan Bratislava,79775,Aleksandar Čavrić,85235,Joeri de Kamps
CL,2019,269495,64,7509,ŠK Slovan Bratislava,12963,Rafael Ratão,62963,David Holman
CL,2019,269495,77,7509,ŠK Slovan Bratislava,79778,M. Rharsalla,120703,Erik Daniel
CL,2019,269495,81,7284,FK Sutjeska Nikšić,67732,Marko Vučić,67743,Milutin Osmajić
CL,2019,269495,88,7284,FK Sutjeska Nikšić,67752,Bozo Markovic,67750,Bojan Božović
CL,2019,269497,61,889,Rosenborg BK,37963,Babajide Akintola,15568,Yann-Erik de Lanlay
CL,2019,269497,68,1896,Linfield FC,15003,Kirk Millar,7847,Shayne Lavery
CL,2019,269497,70,889,Rosenborg BK,38529,Gjermund Åsen,15552,Pål Helland
CL,2019,269497,72,889,Rosenborg BK,15549,Anders Konradsen,16200,Anders Trondsen
CL,2019,269497,89,1896,Linfield FC,15007,Jordan Stewart,16631,Stephen Fallon
CL,2019,269501,46,1873,Dundalk FC,15560,Chris Shields,5288,Andy Boyle
CL,2019,269501,58,1873,Dundalk FC,15562,John Mountney,15564,Robbie Benson
CL,2019,269501,78,5826,Rīga FC,12829,Roger,56629,Deniss Rakeļs
CL,2019,269501,80,1873,Dundalk FC,15577,Jamie McGrath,36907,Daniel Kelly
CL,2019,269499,76,734,NK Maribor,15393,Marcos Tavares,121407,Rudi Požeg Vancaš
CL,2019,269499,76,5945,KF Valur,41723,Sigurður Lárusson,41385,Kaj Leo í Bartalsstovu
CL,2019,269499,78,5945,KF Valur,24230,Lasse Petry,41720,Einar Ingvarsson
CL,2019,269499,83,734,NK Maribor,15376,Dino Hotič,15397,Martin Kramarič
CL,2019,269499,83,5945,KF Valur,49513,Andri Adolphsson,41909,Birnir Ingason
CL,2019,269499,89,734,NK Maribor,67822,Rok Kronaveter,15394,Jasmin Mešanović
CL,2019,269478,46,7285,KF Shkëndija 79,83543,Zeni Husmani,76229,Valjmir Nafu
CL,2019,269478,60,5106,Nõmme Kalju FC,74891,Nikolai Mašitšev,81836,Aleksandr Volkov
CL,2019,269478,63,7285,KF Shkëndija 79,67781,Besart Ibraimi,67780,Stenio Junior
CL,2019,269478,87,5106,Nõmme Kalju FC,73291,Kaspar Paur,73205,Deniss Tjapkin
CL,2019,269490,69,1880,FC Sheriff Tiraspol,23237,Gabrijel Boban,40798,Leandro
CL,2019,269490,69,1880,FC Sheriff Tiraspol,28993,Artem Hordiienko,36986,Antun Palić
CL,2019,269490,70,8165,FC Saburtalo,120318,Sandro Altunashvili,120319,Tera Alwyn
CL,2019,269490,77,8165,FC Saburtalo,71622,Ognjen Rolović,85345,Giorgi Gabedava
CL,2019,269490,80,8165,FC Saburtalo,17125,Vagner Gonçalves,63284,Lasha Shindagoridze
CL,2019,269490,82,1880,FC Sheriff Tiraspol,15274,Gheorghe Anton,8150,Jarosław Jach
CL,2019,269492,69,5813,Valletta FC,67587,Kyrian Nwoko,67584,Shaun Dimech
CL,2019,269492,76,1875,F91 Diddeleng,80569,Corenthyn Lavie,15225,Bertino João Barbosa
CL,2019,269492,77,5813,Valletta FC,81294,Kevin Tulimieri,82230,Antonio Monticelli
CL,2019,269492,86,1875,F91 Diddeleng,950,Sabir Bougrine,120438,Omar Natami
CL,2019,269492,90,5813,Valletta FC,67577,Steve Borg,67575,Julian Cruz Gill
CL,2019,269506,46,5123,Helsingin JK,80026,Erfan Zeneli,55905,Lassi Lappalainen
CL,2019,269506,46,5123,Helsingin JK,60864,Kevin Kouassivi-Benissan,56442,Riku Riski
